person_id;household_id;activity_index;preceding_trip_index;following_trip_index;purpose;start_time;end_time;is_first;is_last
173610;173610;8;7;8;leisure;60195.0;60975.0;False;False
173610;173610;9;8;9;other;61215.0;62055.0;False;False
173610;173610;10;9;10;home;62235.0;62415.0;False;False
173610;173610;11;10;11;other;63015.0;63915.0;False;False
173610;173610;12;11;-1;home;65175.0;;False;True
173618;173618;0;-1;0;home;;31459.0;True;False
173618;173618;1;0;1;other;31759.0;33559.0;False;False
173618;173618;2;1;2;home;33859.0;42559.0;False;False
173618;173618;3;2;3;other;42859.0;43159.0;False;False
173618;173618;4;3;4;home;43459.0;49159.0;False;False
173618;173618;5;4;5;other;49459.0;49519.0;False;False
173618;173618;6;5;6;home;49819.0;60259.0;False;False
173618;173618;7;6;7;other;60559.0;61459.0;False;False
173618;173618;8;7;-1;home;61759.0;;False;True
173630;173630;0;-1;0;home;;32822.0;True;False
173630;173630;1;0;1;work;33122.0;45422.0;False;False
173630;173630;2;1;2;home;45722.0;50222.0;False;False
173630;173630;3;2;3;work;50522.0;66122.0;False;False
173630;173630;4;3;-1;home;66422.0;;False;True
173631;173631;0;-1;0;home;;30090.0;True;False
173631;173631;1;0;1;other;30390.0;30450.0;False;False
173631;173631;2;1;2;home;30690.0;41490.0;False;False
173631;173631;3;2;3;other;41790.0;41850.0;False;False
173631;173631;4;3;4;home;42090.0;47490.0;False;False
173631;173631;5;4;5;other;47790.0;47850.0;False;False
173631;173631;6;5;6;leisure;48390.0;58290.0;False;False
173631;173631;7;6;7;other;58890.0;59190.0;False;False
173631;173631;8;7;8;leisure;59790.0;62490.0;False;False
173631;173631;9;8;9;home;63090.0;64290.0;False;False
173631;173631;10;9;10;shop;66090.0;69690.0;False;False
173631;173631;11;10;-1;home;71490.0;;False;True
173640;173640;0;-1;0;home;;28314.0;True;False
173640;173640;1;0;1;work;30114.0;62514.0;False;False
173640;173640;2;1;-1;home;64314.0;;False;True
173662;173662;0;-1;0;home;;26310.0;True;False
173662;173662;1;0;1;work;29490.0;61410.0;False;False
173662;173662;2;1;-1;home;64590.0;;False;True
173728;173728;0;-1;0;home;;28879.0;True;False
173728;173728;1;0;1;home;29179.0;29239.0;False;False
173728;173728;2;1;2;work;29779.0;59779.0;False;False
173728;173728;3;2;-1;home;60379.0;;False;True
173749;173749;0;-1;0;home;;30949.0;True;False
173749;173749;1;0;1;other;31849.0;32749.0;False;False
173749;173749;2;1;2;other;33349.0;33649.0;False;False
173749;173749;3;2;3;home;33769.0;40849.0;False;False
173749;173749;4;3;4;shop;42049.0;52549.0;False;False
173749;173749;5;4;5;home;53749.0;58549.0;False;False
173749;173749;6;5;6;other;58849.0;59149.0;False;False
173749;173749;7;6;7;other;59749.0;60949.0;False;False
173749;173749;8;7;-1;home;61549.0;;False;True
173751;173751;0;-1;0;home;;26403.0;True;False
173751;173751;1;0;1;work;27003.0;45303.0;False;False
173751;173751;2;1;2;home;45903.0;58803.0;False;False
173751;173751;3;2;3;work;59403.0;70503.0;False;False
173751;173751;4;3;-1;home;71103.0;;False;True
173792;173792;0;-1;0;home;;29612.0;True;False
173792;173792;1;0;1;work;32912.0;60512.0;False;False
173792;173792;2;1;2;shop;61112.0;62612.0;False;False
173792;173792;3;2;-1;home;66812.0;;False;True
173828;173828;0;-1;0;home;;38744.0;True;False
173828;173828;1;0;1;shop;39644.0;44144.0;False;False
173828;173828;2;1;2;home;47144.0;51344.0;False;False
173828;173828;3;2;3;leisure;53444.0;65744.0;False;False
173828;173828;4;3;-1;home;67544.0;;False;True
173854;173854;0;-1;0;home;;31051.0;True;False
173854;173854;1;0;1;work;31351.0;41551.0;False;False
173854;173854;2;1;2;home;42451.0;45451.0;False;False
173854;173854;3;2;3;work;45751.0;59551.0;False;False
173854;173854;4;3;-1;home;60451.0;;False;True
173886;173886;0;-1;0;home;;31613.0;True;False
173886;173886;1;0;1;leisure;32213.0;36113.0;False;False
173886;173886;2;1;2;home;36413.0;56813.0;False;False
173886;173886;3;2;3;work;59513.0;59813.0;False;False
173886;173886;4;3;-1;work;63113.0;;False;True
173893;173893;0;-1;0;home;;37766.0;True;False
173893;173893;1;0;1;leisure;38666.0;43466.0;False;False
173893;173893;2;1;2;home;44366.0;59666.0;False;False
173893;173893;3;2;3;leisure;62366.0;62366.0;False;False
173893;173893;4;3;-1;home;65066.0;;False;True
173949;173949;0;-1;0;home;;31032.0;True;False
173949;173949;1;0;1;other;31332.0;31932.0;False;False
173949;173949;2;1;2;home;32232.0;41832.0;False;False
173949;173949;3;2;3;other;42132.0;43032.0;False;False
173949;173949;4;3;4;home;43332.0;58032.0;False;False
173949;173949;5;4;5;other;58932.0;59232.0;False;False
173949;173949;6;5;-1;home;60132.0;;False;True
173983;173983;0;-1;0;home;;29903.0;True;False
173983;173983;1;0;1;work;30623.0;39023.0;False;False
173983;173983;2;1;2;shop;39803.0;40463.0;False;False
173983;173983;3;2;3;home;40943.0;54203.0;False;False
173983;173983;4;3;4;shop;54803.0;55223.0;False;False
173983;173983;5;4;-1;home;56423.0;;False;True
173994;173994;0;-1;0;home;;28642.0;True;False
173994;173994;1;0;1;work;30442.0;68242.0;False;False
173994;173994;2;1;-1;home;70042.0;;False;True
174020;174020;0;-1;0;home;;25977.0;True;False
174020;174020;1;0;1;work;27177.0;58677.0;False;False
174020;174020;2;1;2;home;59877.0;61377.0;False;False
174020;174020;3;2;3;shop;62577.0;66777.0;False;False
174020;174020;4;3;-1;home;68577.0;;False;True
174023;174023;0;-1;0;home;;50571.0;True;False
174023;174023;1;0;1;other;50871.0;52971.0;False;False
174023;174023;2;1;-1;home;53571.0;;False;True
174067;174067;0;-1;0;home;;74006.0;True;False
174067;174067;1;0;1;leisure;75026.0;87506.0;False;False
174067;174067;2;1;-1;home;88046.0;;False;True
174103;174103;0;-1;0;home;;27726.0;True;False
174103;174103;1;0;1;other;28026.0;28326.0;False;False
174103;174103;2;1;2;work;30426.0;80826.0;False;False
174103;174103;3;2;-1;home;82626.0;;False;True
174108;174108;0;-1;0;home;;72867.0;True;False
174108;174108;1;0;1;leisure;73887.0;86367.0;False;False
174108;174108;2;1;-1;home;86907.0;;False;True
174111;174111;0;-1;0;home;;30355.0;True;False
174111;174111;1;0;1;work;32755.0;64555.0;False;False
174111;174111;2;1;2;home;67255.0;68155.0;False;False
174111;174111;3;2;3;other;69055.0;71755.0;False;False
174111;174111;4;3;-1;home;72655.0;;False;True
174185;174185;0;-1;0;home;;30027.0;True;False
174185;174185;1;0;1;work;30627.0;30927.0;False;False
174185;174185;2;1;2;work;32427.0;38727.0;False;False
174185;174185;3;2;3;work;39927.0;43527.0;False;False
174185;174185;4;3;4;work;44727.0;49527.0;False;False
174185;174185;5;4;5;work;50127.0;66927.0;False;False
174185;174185;6;5;-1;home;67827.0;;False;True
174215;174215;0;-1;0;home;;27904.0;True;False
174215;174215;1;0;1;other;28504.0;29104.0;False;False
174215;174215;2;1;2;work;31504.0;34504.0;False;False
174215;174215;3;2;3;work;35404.0;41704.0;False;False
174215;174215;4;3;4;leisure;42904.0;47104.0;False;False
174215;174215;5;4;5;work;47404.0;57904.0;False;False
174215;174215;6;5;6;home;60304.0;60424.0;False;False
174215;174215;7;6;7;other;60904.0;61504.0;False;False
174215;174215;8;7;8;other;62104.0;65104.0;False;False
174215;174215;9;8;-1;home;65704.0;;False;True
174220;174220;0;-1;0;home;;27904.0;True;False
174220;174220;1;0;1;work;29104.0;35104.0;False;False
174220;174220;2;1;2;work;36904.0;40504.0;False;False
174220;174220;3;2;3;work;41704.0;45304.0;False;False
174220;174220;4;3;4;leisure;46204.0;53104.0;False;False
174220;174220;5;4;5;work;54004.0;58204.0;False;False
174220;174220;6;5;6;home;59404.0;59704.0;False;False
174220;174220;7;6;7;other;60304.0;61504.0;False;False
174220;174220;8;7;-1;home;62104.0;;False;True
174234;174234;0;-1;0;home;;28491.0;True;False
174234;174234;1;0;1;work;30591.0;32991.0;False;False
174234;174234;2;1;2;work;34791.0;70791.0;False;False
174234;174234;3;2;3;work;72591.0;72891.0;False;False
174234;174234;4;3;-1;home;74991.0;;False;True
174247;174247;0;-1;0;home;;51264.0;True;False
174247;174247;1;0;1;work;51564.0;54864.0;False;False
174247;174247;2;1;2;shop;55764.0;57564.0;False;False
174247;174247;3;2;3;work;58464.0;62064.0;False;False
174247;174247;4;3;4;home;62364.0;71064.0;False;False
174247;174247;5;4;5;work;71364.0;99864.0;False;False
174247;174247;6;5;-1;home;100164.0;;False;True
174266;174266;0;-1;0;home;;42541.0;True;False
174266;174266;1;0;1;shop;43741.0;47941.0;False;False
174266;174266;2;1;2;home;49141.0;56941.0;False;False
174266;174266;3;2;3;shop;58741.0;61441.0;False;False
174266;174266;4;3;4;shop;63241.0;65941.0;False;False
174266;174266;5;4;5;home;67141.0;73141.0;False;False
174266;174266;6;5;6;leisure;74041.0;82141.0;False;False
174266;174266;7;6;-1;home;83041.0;;False;True
174275;174275;0;-1;0;home;;29104.0;True;False
174275;174275;1;0;1;other;30904.0;34504.0;False;False
174275;174275;2;1;2;work;43504.0;72304.0;False;False
174275;174275;3;2;-1;home;81304.0;;False;True
174278;174278;0;-1;0;home;;20269.0;True;False
174278;174278;1;0;1;work;29749.0;70069.0;False;False
174278;174278;2;1;-1;home;81469.0;;False;True
174300;174300;0;-1;0;home;;28542.0;True;False
174300;174300;1;0;1;work;29262.0;42942.0;False;False
174300;174300;2;1;2;leisure;43542.0;48942.0;False;False
174300;174300;3;2;3;work;49482.0;65322.0;False;False
174300;174300;4;3;-1;home;66042.0;;False;True
174309;174309;0;-1;0;home;;29846.0;True;False
174309;174309;1;0;1;other;32546.0;32606.0;False;False
174309;174309;2;1;2;home;35246.0;53246.0;False;False
174309;174309;3;2;3;other;55046.0;58646.0;False;False
174309;174309;4;3;4;home;62246.0;64046.0;False;False
174309;174309;5;4;5;other;66446.0;66506.0;False;False
174309;174309;6;5;-1;home;68546.0;;False;True
174349;174349;0;-1;0;home;;26511.0;True;False
174349;174349;1;0;1;work;26631.0;44151.0;False;False
174349;174349;2;1;2;other;44271.0;44631.0;False;False
174349;174349;3;2;3;home;44811.0;48891.0;False;False
174349;174349;4;3;4;other;49071.0;49131.0;False;False
174349;174349;5;4;5;work;49251.0;52011.0;False;False
174349;174349;6;5;6;work;52191.0;53871.0;False;False
174349;174349;7;6;7;work;54051.0;70311.0;False;False
174349;174349;8;7;-1;home;70491.0;;False;True
174362;174362;0;-1;0;home;;31199.0;True;False
174362;174362;1;0;1;other;31799.0;31979.0;False;False
174362;174362;2;1;2;work;32099.0;68999.0;False;False
174362;174362;3;2;3;home;69299.0;70799.0;False;False
174362;174362;4;3;4;shop;70919.0;71699.0;False;False
174362;174362;5;4;-1;home;71819.0;;False;True
174365;174365;0;-1;0;home;;30307.0;True;False
174365;174365;1;0;1;work;30787.0;42787.0;False;False
174365;174365;2;1;2;home;43267.0;50107.0;False;False
174365;174365;3;2;3;work;51007.0;64507.0;False;False
174365;174365;4;3;-1;home;67087.0;;False;True
174367;174367;0;-1;0;home;;63916.0;True;False
174367;174367;1;0;1;other;64336.0;65956.0;False;False
174367;174367;2;1;2;home;66436.0;74356.0;False;False
174367;174367;3;2;3;leisure;75136.0;79456.0;False;False
174367;174367;4;3;-1;home;80236.0;;False;True
174377;174377;0;-1;0;home;;25325.0;True;False
174377;174377;1;0;1;work;27425.0;48725.0;False;False
174377;174377;2;1;2;work;50825.0;53525.0;False;False
174377;174377;3;2;3;work;57125.0;57425.0;False;False
174377;174377;4;3;4;work;60425.0;68525.0;False;False
174377;174377;5;4;-1;home;70325.0;;False;True
174396;174396;0;-1;0;home;;19398.0;True;False
174396;174396;1;0;1;work;19998.0;58998.0;False;False
174396;174396;2;1;2;other;60198.0;60498.0;False;False
174396;174396;3;2;-1;home;61698.0;;False;True
174404;174404;0;-1;0;home;;30429.0;True;False
174404;174404;1;0;1;work;31629.0;62829.0;False;False
174404;174404;2;1;-1;home;64029.0;;False;True
174405;174405;0;-1;0;home;;31177.0;True;False
174405;174405;1;0;1;other;31477.0;31777.0;False;False
174405;174405;2;1;-1;home;32077.0;;False;True
174464;174464;0;-1;0;home;;25007.0;True;False
174464;174464;1;0;1;work;25607.0;34007.0;False;False
174464;174464;2;1;2;home;34607.0;47507.0;False;False
174464;174464;3;2;3;home;48707.0;49007.0;False;False
174464;174464;4;3;4;other;49307.0;49607.0;False;False
174464;174464;5;4;5;home;49907.0;58307.0;False;False
174464;174464;6;5;6;other;58907.0;59507.0;False;False
174464;174464;7;6;7;other;59807.0;60407.0;False;False
174464;174464;8;7;8;home;61007.0;61907.0;False;False
174464;174464;9;8;9;other;62207.0;63707.0;False;False
174464;174464;10;9;10;home;64307.0;68207.0;False;False
174464;174464;11;10;11;shop;68807.0;69407.0;False;False
174464;174464;12;11;-1;home;70007.0;;False;True
174470;174470;0;-1;0;home;;24040.0;True;False
174470;174470;1;0;1;work;25240.0;71440.0;False;False
174470;174470;2;1;-1;home;73840.0;;False;True
174471;174471;0;-1;0;home;;22544.0;True;False
174471;174471;1;0;1;work;23144.0;51344.0;False;False
174471;174471;2;1;2;home;51944.0;58544.0;False;False
174471;174471;3;2;3;work;59144.0;76544.0;False;False
174471;174471;4;3;-1;home;77144.0;;False;True
174480;174480;0;-1;0;home;;43178.0;True;False
174480;174480;1;0;1;education;47078.0;73178.0;False;False
174480;174480;2;1;-1;home;77078.0;;False;True
174500;174500;0;-1;0;home;;21805.0;True;False
174500;174500;1;0;1;work;23005.0;28405.0;False;False
174500;174500;2;1;2;work;29605.0;35605.0;False;False
174500;174500;3;2;3;work;36805.0;39205.0;False;False
174500;174500;4;3;4;work;40405.0;44005.0;False;False
174500;174500;5;4;5;work;45205.0;48205.0;False;False
174500;174500;6;5;6;work;50005.0;56305.0;False;False
174500;174500;7;6;7;work;57505.0;66205.0;False;False
174500;174500;8;7;-1;home;68605.0;;False;True
174519;174519;0;-1;0;home;;27189.0;True;False
174519;174519;1;0;1;work;27789.0;43089.0;False;False
174519;174519;2;1;2;home;43689.0;65289.0;False;False
174519;174519;3;2;3;leisure;65889.0;66789.0;False;False
174519;174519;4;3;-1;home;67389.0;;False;True
174524;174524;0;-1;0;home;;11933.0;True;False
174524;174524;1;0;1;work;17333.0;44333.0;False;False
174524;174524;2;1;-1;home;52733.0;;False;True
174532;174532;0;-1;0;home;;14289.0;True;False
174532;174532;1;0;1;work;14889.0;58089.0;False;False
174532;174532;2;1;-1;home;59889.0;;False;True
174543;174543;0;-1;0;home;;31049.0;True;False
174543;174543;1;0;1;other;32849.0;33449.0;False;False
174543;174543;2;1;2;home;33749.0;34349.0;False;False
174543;174543;3;2;3;other;35549.0;38249.0;False;False
174543;174543;4;3;4;shop;38849.0;39749.0;False;False
174543;174543;5;4;5;home;40649.0;48749.0;False;False
174543;174543;6;5;6;leisure;49649.0;49949.0;False;False
174543;174543;7;6;7;leisure;50549.0;54149.0;False;False
174543;174543;8;7;8;home;54749.0;55049.0;False;False
174543;174543;9;8;9;leisure;55649.0;55949.0;False;False
174543;174543;10;9;10;home;56549.0;62549.0;False;False
174543;174543;11;10;11;other;63149.0;64949.0;False;False
174543;174543;12;11;-1;home;65549.0;;False;True
174555;174555;0;-1;0;home;;17444.0;True;False
174555;174555;1;0;1;work;18344.0;50144.0;False;False
174555;174555;2;1;-1;home;51044.0;;False;True
174567;174567;0;-1;0;home;;31254.0;True;False
174567;174567;1;0;1;other;31854.0;32034.0;False;False
174567;174567;2;1;2;work;32154.0;69054.0;False;False
174567;174567;3;2;3;home;69354.0;70854.0;False;False
174567;174567;4;3;4;shop;70974.0;71754.0;False;False
174567;174567;5;4;-1;home;71874.0;;False;True
174573;174573;0;-1;0;home;;37422.0;True;False
174573;174573;1;0;1;work;38022.0;54222.0;False;False
174573;174573;2;1;2;leisure;54822.0;62622.0;False;False
174573;174573;3;2;3;work;63222.0;83922.0;False;False
174573;174573;4;3;-1;home;84522.0;;False;True
174644;174644;0;-1;0;home;;25935.0;True;False
174644;174644;1;0;1;work;27735.0;28635.0;False;False
174644;174644;2;1;2;work;31335.0;36735.0;False;False
174644;174644;3;2;3;work;38835.0;40335.0;False;False
174644;174644;4;3;4;work;42135.0;58335.0;False;False
174644;174644;5;4;-1;home;60135.0;;False;True
174674;174674;0;-1;0;home;;23277.0;True;False
174674;174674;1;0;1;other;24777.0;25377.0;False;False
174674;174674;2;1;2;work;29577.0;59577.0;False;False
174674;174674;3;2;3;home;63177.0;63177.0;False;False
174674;174674;4;3;-1;home;64977.0;;False;True
174709;174709;0;-1;0;home;;40710.0;True;False
174709;174709;1;0;1;shop;40950.0;41070.0;False;False
174709;174709;2;1;2;home;41310.0;47010.0;False;False
174709;174709;3;2;3;work;47610.0;77910.0;False;False
174709;174709;4;3;-1;home;78510.0;;False;True
174720;174720;0;-1;0;home;;31627.0;True;False
174720;174720;1;0;1;work;32827.0;71227.0;False;False
174720;174720;2;1;-1;home;72727.0;;False;True
174725;174725;0;-1;0;home;;32252.0;True;False
174725;174725;1;0;1;other;36752.0;61052.0;False;False
174725;174725;2;1;-1;home;64652.0;;False;True
174793;174793;0;-1;0;home;;35918.0;True;False
174793;174793;1;0;1;work;37718.0;73718.0;False;False
174793;174793;2;1;-1;home;74618.0;;False;True
174818;174818;0;-1;0;home;;32722.0;True;False
174818;174818;1;0;1;work;33322.0;44842.0;False;False
174818;174818;2;1;2;home;45622.0;50842.0;False;False
174818;174818;3;2;3;work;51622.0;70162.0;False;False
174818;174818;4;3;-1;home;70762.0;;False;True
174827;174827;0;-1;0;home;;23148.0;True;False
174827;174827;1;0;1;work;23748.0;44748.0;False;False
174827;174827;2;1;2;home;45348.0;47148.0;False;False
174827;174827;3;2;3;work;47748.0;59148.0;False;False
174827;174827;4;3;-1;home;59748.0;;False;True
174835;174835;0;-1;0;home;;42164.0;True;False
174835;174835;1;0;1;leisure;42464.0;43364.0;False;False
174835;174835;2;1;2;home;43664.0;45764.0;False;False
174835;174835;3;2;3;work;46064.0;74864.0;False;False
174835;174835;4;3;-1;home;75164.0;;False;True
174852;174852;0;-1;0;home;;23881.0;True;False
174852;174852;1;0;1;other;26581.0;64681.0;False;False
174852;174852;2;1;-1;home;67681.0;;False;True
174860;174860;0;-1;0;home;;26526.0;True;False
174860;174860;1;0;1;work;27726.0;43326.0;False;False
174860;174860;2;1;2;home;44526.0;46626.0;False;False
174860;174860;3;2;3;work;47826.0;59526.0;False;False
174860;174860;4;3;-1;home;61026.0;;False;True
174887;174887;0;-1;0;home;;29233.0;True;False
174887;174887;1;0;1;work;31033.0;62533.0;False;False
174887;174887;2;1;2;other;64933.0;66133.0;False;False
174887;174887;3;2;-1;home;66433.0;;False;True
174928;174928;0;-1;0;home;;37394.0;True;False
174928;174928;1;0;1;work;37694.0;84194.0;False;False
174928;174928;2;1;-1;home;84494.0;;False;True
174936;174936;0;-1;0;home;;26371.0;True;False
174936;174936;1;0;1;work;26671.0;43471.0;False;False
174936;174936;2;1;2;home;43771.0;46771.0;False;False
174936;174936;3;2;3;work;47071.0;61471.0;False;False
174936;174936;4;3;4;leisure;61771.0;81271.0;False;False
174936;174936;5;4;-1;home;81571.0;;False;True
174938;174938;0;-1;0;home;;44439.0;True;False
174938;174938;1;0;1;leisure;44739.0;53439.0;False;False
174938;174938;2;1;2;leisure;53739.0;66039.0;False;False
174938;174938;3;2;3;shop;66339.0;69639.0;False;False
174938;174938;4;3;-1;home;71439.0;;False;True
174940;174940;0;-1;0;home;;28235.0;True;False
174940;174940;1;0;1;other;30935.0;56135.0;False;False
174940;174940;2;1;-1;home;58835.0;;False;True
174972;174972;0;-1;0;home;;37047.0;True;False
174972;174972;1;0;1;other;37947.0;42147.0;False;False
174972;174972;2;1;2;home;43047.0;50547.0;False;False
174972;174972;3;2;3;shop;51147.0;52347.0;False;False
174972;174972;4;3;4;home;53247.0;55047.0;False;False
174972;174972;5;4;5;shop;56247.0;58347.0;False;False
174972;174972;6;5;-1;home;59367.0;;False;True
174998;174998;0;-1;0;home;;25622.0;True;False
174998;174998;1;0;1;work;28322.0;62222.0;False;False
174998;174998;2;1;-1;home;64322.0;;False;True
175002;175002;0;-1;0;home;;36181.0;True;False
175002;175002;1;0;1;other;37981.0;38581.0;False;False
175002;175002;2;1;2;home;40381.0;46981.0;False;False
175002;175002;3;2;3;other;48781.0;70381.0;False;False
175002;175002;4;3;-1;home;72181.0;;False;True
175105;175105;0;-1;0;work;;26786.0;True;False
175105;175105;1;0;1;home;27386.0;28586.0;False;False
175105;175105;2;1;2;other;29486.0;29786.0;False;False
175105;175105;3;2;3;home;30386.0;39986.0;False;False
175105;175105;4;3;4;other;40586.0;41186.0;False;False
175105;175105;5;4;5;home;42086.0;46586.0;False;False
175105;175105;6;5;6;other;47186.0;47486.0;False;False
175105;175105;7;6;7;home;48086.0;57986.0;False;False
175105;175105;8;7;8;other;58586.0;59186.0;False;False
175105;175105;9;8;9;home;60086.0;66386.0;False;False
175105;175105;10;9;10;work;67286.0;71786.0;False;False
175105;175105;11;10;-1;home;72686.0;;False;True
175115;175115;0;-1;0;home;;28060.0;True;False
175115;175115;1;0;1;work;29260.0;60460.0;False;False
175115;175115;2;1;-1;home;61660.0;;False;True
175156;175156;0;-1;0;home;;29758.0;True;False
175156;175156;1;0;1;other;30358.0;30478.0;False;False
175156;175156;2;1;2;work;30958.0;65758.0;False;False
175156;175156;3;2;-1;home;66358.0;;False;True
175159;175159;0;-1;0;home;;32664.0;True;False
175159;175159;1;0;1;work;32964.0;35964.0;False;False
175159;175159;2;1;2;home;36264.0;56064.0;False;False
175159;175159;3;2;3;shop;56964.0;61464.0;False;False
175159;175159;4;3;4;home;62364.0;62664.0;False;False
175159;175159;5;4;5;work;63264.0;65064.0;False;False
175159;175159;6;5;6;home;65364.0;75864.0;False;False
175159;175159;7;6;7;work;76164.0;85764.0;False;False
175159;175159;8;7;-1;home;86064.0;;False;True
175184;175184;0;-1;0;home;;27148.0;True;False
175184;175184;1;0;1;work;27388.0;46348.0;False;False
175184;175184;2;1;2;leisure;46648.0;49108.0;False;False
175184;175184;3;2;3;other;49348.0;49588.0;False;False
175184;175184;4;3;4;work;50008.0;62848.0;False;False
175184;175184;5;4;-1;home;63388.0;;False;True
175188;175188;0;-1;0;home;;26160.0;True;False
175188;175188;1;0;1;work;27240.0;64080.0;False;False
175188;175188;2;1;2;shop;65100.0;66480.0;False;False
175188;175188;3;2;-1;home;66900.0;;False;True
175191;175191;0;-1;0;home;;56160.0;True;False
175191;175191;1;0;1;shop;57060.0;57360.0;False;False
175191;175191;2;1;2;shop;57720.0;58080.0;False;False
175191;175191;3;2;3;work;59040.0;61860.0;False;False
175191;175191;4;3;4;home;64260.0;64320.0;False;False
175191;175191;5;4;5;other;64740.0;64800.0;False;False
175191;175191;6;5;-1;home;65160.0;;False;True
175197;175197;0;-1;0;home;;27448.0;True;False
175197;175197;1;0;1;work;28048.0;62548.0;False;False
175197;175197;2;1;2;home;63148.0;67348.0;False;False
175197;175197;3;2;3;shop;69748.0;78448.0;False;False
175197;175197;4;3;-1;home;79948.0;;False;True
175199;175199;0;-1;0;home;;26415.0;True;False
175199;175199;1;0;1;work;27315.0;65115.0;False;False
175199;175199;2;1;-1;home;66015.0;;False;True
175241;175241;0;-1;0;home;;30152.0;True;False
175241;175241;1;0;1;work;31052.0;62252.0;False;False
175241;175241;2;1;2;home;63152.0;64952.0;False;False
175241;175241;3;2;3;leisure;65852.0;65912.0;False;False
175241;175241;4;3;-1;home;65972.0;;False;True
175277;175277;0;-1;0;home;;57114.0;True;False
175277;175277;1;0;1;other;58014.0;58914.0;False;False
175277;175277;2;1;2;home;59814.0;60714.0;False;False
175277;175277;3;2;3;shop;62214.0;67014.0;False;False
175277;175277;4;3;-1;home;68214.0;;False;True
175278;175278;0;-1;0;home;;29262.0;True;False
175278;175278;1;0;1;other;29502.0;30462.0;False;False
175278;175278;2;1;2;home;30702.0;54462.0;False;False
175278;175278;3;2;3;other;54762.0;55662.0;False;False
175278;175278;4;3;4;shop;57462.0;58062.0;False;False
175278;175278;5;4;5;other;58182.0;58662.0;False;False
175278;175278;6;5;6;other;58962.0;59262.0;False;False
175278;175278;7;6;-1;home;59562.0;;False;True
175296;175296;0;-1;0;home;;63653.0;True;False
175296;175296;1;0;1;leisure;65453.0;78953.0;False;False
175296;175296;2;1;-1;home;80153.0;;False;True
175324;175324;0;-1;0;home;;58113.0;True;False
175324;175324;1;0;1;leisure;58713.0;63513.0;False;False
175324;175324;2;1;2;leisure;63813.0;67113.0;False;False
175324;175324;3;2;3;leisure;67413.0;74313.0;False;False
175324;175324;4;3;-1;home;74913.0;;False;True
175329;175329;0;-1;0;leisure;;50149.0;True;False
175329;175329;1;0;1;home;52549.0;61249.0;False;False
175329;175329;2;1;2;leisure;61549.0;65749.0;False;False
175329;175329;3;2;-1;home;66049.0;;False;True
175340;175340;0;-1;0;home;;41718.0;True;False
175340;175340;1;0;1;leisure;46218.0;75918.0;False;False
175340;175340;2;1;-1;home;80358.0;;False;True
175373;175373;0;-1;0;home;;29964.0;True;False
175373;175373;1;0;1;other;30144.0;30744.0;False;False
175373;175373;2;1;2;work;30924.0;57804.0;False;False
175373;175373;3;2;3;home;58044.0;58764.0;False;False
175373;175373;4;3;4;other;58884.0;59964.0;False;False
175373;175373;5;4;-1;home;60264.0;;False;True
175375;175375;0;-1;0;home;;58332.0;True;False
175375;175375;1;0;1;other;60132.0;64332.0;False;False
175375;175375;2;1;-1;home;66132.0;;False;True
175392;175392;0;-1;0;home;;62422.0;True;False
175392;175392;1;0;1;shop;63322.0;67822.0;False;False
175392;175392;2;1;-1;home;68722.0;;False;True
175410;175410;0;-1;0;home;;27638.0;True;False
175410;175410;1;0;1;other;28238.0;28298.0;False;False
175410;175410;2;1;2;leisure;28418.0;28718.0;False;False
175410;175410;3;2;3;work;29138.0;61838.0;False;False
175410;175410;4;3;4;other;63938.0;64058.0;False;False
175410;175410;5;4;-1;home;64838.0;;False;True
175420;175420;0;-1;0;home;;26703.0;True;False
175420;175420;1;0;1;work;29103.0;64503.0;False;False
175420;175420;2;1;-1;home;67203.0;;False;True
175469;175469;0;-1;0;home;;30876.0;True;False
175469;175469;1;0;1;work;31776.0;44376.0;False;False
175469;175469;2;1;2;home;45276.0;47076.0;False;False
175469;175469;3;2;3;work;47976.0;62376.0;False;False
175469;175469;4;3;-1;home;63276.0;;False;True
175497;175497;0;-1;0;home;;28709.0;True;False
175497;175497;1;0;1;work;30809.0;60809.0;False;False
175497;175497;2;1;2;home;62309.0;62909.0;False;False
175497;175497;3;2;3;other;63329.0;63389.0;False;False
175497;175497;4;3;-1;home;63929.0;;False;True
175539;175539;0;-1;0;home;;40631.0;True;False
175539;175539;1;0;1;shop;40931.0;43031.0;False;False
175539;175539;2;1;2;home;43331.0;46931.0;False;False
175539;175539;3;2;3;other;49031.0;49631.0;False;False
175539;175539;4;3;4;shop;50831.0;56831.0;False;False
175539;175539;5;4;-1;home;58631.0;;False;True
175540;175540;0;-1;0;home;;38427.0;True;False
175540;175540;1;0;1;shop;39027.0;42327.0;False;False
175540;175540;2;1;-1;home;42927.0;;False;True
175571;175571;0;-1;0;home;;15557.0;True;False
175571;175571;1;0;1;education;16757.0;84857.0;False;False
175571;175571;2;1;-1;home;85697.0;;False;True
175609;175609;0;-1;0;home;;57020.0;True;False
175609;175609;1;0;1;leisure;62420.0;66020.0;False;False
175609;175609;2;1;2;leisure;66920.0;71120.0;False;False
175609;175609;3;2;-1;home;71720.0;;False;True
175625;175625;0;-1;0;home;;36859.0;True;False
175625;175625;1;0;1;leisure;38359.0;66259.0;False;False
175625;175625;2;1;-1;home;70759.0;;False;True
175646;175646;0;-1;0;home;;52702.0;True;False
