household_id;car_availability;bicycle_availability;number_of_cars;number_of_bicycles;income;census_household_id
210827;all;none;1;1;0.0;22422
210830;all;all;1;2;0.0;22423
210860;all;all;1;2;0.0;22424
210870;all;all;1;3;0.0;22424
233807;none;none;1;3;0.0;24393
210929;all;all;1;1;0.0;22429
210979;none;all;1;0;0.0;22438
211132;all;all;1;0;0.0;22454
211150;all;none;1;0;0.0;22460
211234;all;all;1;1;0.0;22465
214231;all;all;1;1;0.0;22915
211295;all;all;1;2;0.0;22473
211297;none;none;1;1;0.0;22474
211302;all;none;1;2;0.0;22474
236620;all;none;1;2;0.0;24622
211435;all;all;1;0;0.0;22482
211436;all;all;1;1;0.0;22482
211473;all;all;1;1;0.0;22483
211502;none;all;1;0;0.0;22483
211550;none;all;1;0;0.0;22484
211557;all;all;1;3;0.0;22484
211811;none;all;1;0;0.0;22502
211840;all;all;1;2;0.0;22502
235438;none;none;1;2;0.0;24540
212060;none;none;1;0;0.0;22513
212237;all;all;1;1;0.0;22560
212262;all;all;1;0;0.0;22561
212317;all;all;1;0;0.0;22565
212335;none;all;1;1;0.0;22568
224963;none;all;1;1;0.0;23606
212346;all;all;1;1;0.0;22571
212397;none;all;1;4;0.0;22583
212459;all;all;1;0;0.0;22594
212556;none;all;1;1;0.0;22621
212600;all;all;1;5;0.0;22630
212644;all;all;1;2;0.0;22641
212647;none;all;1;2;0.0;22641
212757;all;all;1;2;0.0;22656
212795;all;all;1;2;0.0;22662
212811;all;all;1;1;0.0;22663
212813;all;none;1;0;0.0;22663
212841;none;all;1;0;0.0;22666
237352;all;all;1;0;0.0;24667
212907;all;all;1;2;0.0;22680
212981;all;all;1;4;0.0;22684
214495;none;all;1;4;0.0;23011
213014;all;all;1;0;0.0;22689
218947;all;all;1;0;0.0;23288
213041;all;all;1;0;0.0;22700
213061;all;all;1;3;0.0;22702
213172;all;all;1;0;0.0;22720
213214;all;all;1;3;0.0;22721
213284;all;all;1;0;0.0;22724
236771;all;all;1;0;0.0;24641
213369;all;all;1;2;0.0;22730
213431;all;all;1;0;0.0;22741
213464;all;none;1;2;0.0;22742
213672;all;all;1;0;0.0;22761
213692;all;all;1;2;0.0;22762
213821;all;all;1;0;0.0;22786
229486;all;all;1;0;0.0;24115
213925;none;all;1;1;0.0;22810
214138;all;all;1;2;0.0;22882
214151;none;all;1;0;0.0;22884
214196;none;all;1;1;0.0;22903
214266;all;all;1;1;0.0;22934
230542;all;all;1;1;0.0;24242
214268;none;all;1;0;0.0;22940
214289;all;all;1;0;0.0;22945
214320;all;all;1;0;0.0;22962
218223;all;all;1;0;0.0;23283
214355;none;all;1;0;0.0;22980
214456;none;all;1;2;0.0;23004
214623;all;all;1;2;0.0;23034
214657;all;all;1;1;0.0;23041
214659;all;all;1;3;0.0;23041
214702;all;all;1;0;0.0;23044
214729;all;all;1;1;0.0;23051
217599;none;all;1;1;0.0;23280
215111;all;all;1;2;0.0;23101
215115;all;all;1;0;0.0;23101
215234;all;all;1;2;0.0;23109
215421;all;all;1;2;0.0;23123
215464;all;all;1;2;0.0;23124
229247;all;all;1;2;0.0;24084
215639;all;all;1;3;0.0;23143
233363;all;none;1;3;0.0;24353
215690;none;all;1;0;0.0;23145
215789;all;none;1;0;0.0;23159
216037;all;all;1;3;0.0;23163
216047;all;none;1;2;0.0;23163
216062;all;all;1;1;0.0;23163
216080;all;all;1;2;0.0;23163
216134;none;all;1;0;0.0;23164
216136;all;all;1;0;0.0;23164
216473;all;none;1;3;0.0;23182
216509;all;all;1;3;0.0;23182
216511;all;all;1;0;0.0;23182
216674;all;none;1;0;0.0;23186
216829;all;all;1;3;0.0;23193
216906;none;all;1;0;0.0;23200
216922;all;all;1;1;0.0;23201
217236;all;all;1;1;0.0;23243
217119;all;all;1;2;0.0;23232
219658;none;all;1;2;0.0;23302
217239;all;all;1;0;0.0;23243
217386;all;all;1;2;0.0;23261
217443;none;all;1;1;0.0;23264
232536;all;none;1;1;0.0;24340
217513;none;all;1;2;0.0;23270
220744;none;none;1;2;0.0;23312
217714;none;all;1;1;0.0;23280
217749;all;all;1;2;0.0;23280
217834;all;all;1;2;0.0;23281
217893;all;all;1;2;0.0;23281
217936;all;all;1;1;0.0;23281
217958;none;all;1;1;0.0;23281
230661;all;none;1;1;0.0;24243
218017;all;all;1;1;0.0;23282
218073;none;all;1;0;0.0;23282
235855;all;all;1;0;0.0;24562
218136;all;all;1;1;0.0;23282
218234;all;all;1;1;0.0;23283
218396;all;all;1;0;0.0;23283
218532;all;all;1;2;0.0;23284
219180;all;none;1;0;0.0;23293
235775;all;all;1;0;0.0;24561
219203;none;all;1;0;0.0;23294
236827;all;all;1;0;0.0;24642
219347;none;all;1;2;0.0;23300
219356;all;all;1;0;0.0;23300
219467;all;all;1;0;0.0;23301
219480;all;none;1;1;0.0;23301
219644;none;all;1;1;0.0;23302
219809;all;all;1;4;0.0;23303
219825;all;none;1;2;0.0;23303
219868;all;all;1;0;0.0;23303
228491;all;all;1;0;0.0;23991
219922;all;all;1;2;0.0;23303
219962;all;all;1;1;0.0;23303
219968;all;all;1;2;0.0;23303
238531;none;all;1;2;0.0;24830
219981;all;all;1;1;0.0;23303
220410;all;all;1;2;0.0;23307
220635;all;all;1;0;0.0;23310
220680;all;all;1;2;0.0;23311
220719;all;none;1;4;0.0;23312
220759;none;all;1;0;0.0;23312
220931;all;all;1;2;0.0;23316
220974;all;none;1;0;0.0;23318
221166;none;all;1;0;0.0;23322
221345;all;none;1;0;0.0;23324
221588;all;all;1;0;0.0;23341
229367;all;all;1;0;0.0;24102
221621;all;all;1;1;0.0;23341
221682;all;all;1;0;0.0;23342
221706;all;all;1;0;0.0;23343
221740;all;all;1;0;0.0;23344
221778;all;all;1;1;0.0;23344
221977;all;all;1;4;0.0;23354
222098;all;all;1;2;0.0;23364
222103;all;none;1;1;0.0;23364
222145;none;all;1;3;0.0;23370
222295;none;all;1;0;0.0;23402
233840;all;all;1;0;0.0;24400
222381;all;all;1;3;0.0;23420
222562;all;all;1;2;0.0;23442
222677;all;all;1;2;0.0;23460
222700;all;all;1;0;0.0;23462
222708;all;all;1;2;0.0;23462
222742;all;all;1;2;0.0;23465
222801;all;none;1;2;0.0;23474
222873;all;all;1;1;0.0;23483
222885;none;all;1;2;0.0;23484
222936;none;all;1;2;0.0;23492
222995;all;all;1;2;0.0;23502
232681;all;all;1;2;0.0;24341
223067;all;all;1;1;0.0;23507
223101;none;all;1;1;0.0;23512
223106;none;none;1;2;0.0;23512
223165;all;all;1;3;0.0;23522
223266;all;all;1;2;0.0;23540
223282;all;all;1;3;0.0;23542
223311;none;all;1;2;0.0;23544
227587;none;all;1;2;0.0;23821
234616;all;all;1;2;0.0;24470
223341;all;all;1;0;0.0;23549
223398;all;all;1;2;0.0;23560
223462;all;all;1;0;0.0;23560
223706;all;none;1;0;0.0;23563
223808;all;all;1;3;0.0;23564
223967;none;all;1;1;0.0;23568
224216;all;none;1;1;0.0;23581
224374;all;all;1;0;0.0;23583
224375;all;all;1;2;0.0;23583
224378;all;all;1;3;0.0;23583
224645;none;none;1;2;0.0;23590
224675;all;all;1;2;0.0;23591
232532;all;all;1;2;0.0;24340
237930;all;all;1;2;0.0;24784
224794;all;all;1;2;0.0;23598
224888;all;none;1;3;0.0;23602
225072;all;all;1;1;0.0;23622
225085;none;all;1;1;0.0;23623
225119;all;all;1;2;0.0;23624
225203;all;all;1;0;0.0;23634
225311;all;all;1;3;0.0;23640
225360;all;all;1;1;0.0;23641
225422;none;all;1;0;0.0;23641
225632;all;all;1;3;0.0;23643
225634;all;all;1;0;0.0;23643
225986;none;all;1;2;0.0;23650
226019;none;all;1;2;0.0;23652
226119;all;all;1;0;0.0;23660
226132;none;none;1;1;0.0;23660
226139;all;all;1;2;0.0;23660
226201;all;none;1;0;0.0;23661
226248;all;all;1;2;0.0;23662
226306;all;all;1;2;0.0;23662
226415;none;all;1;2;0.0;23664
226445;none;all;1;0;0.0;23664
226541;all;all;1;0;0.0;23666
233036;all;all;1;0;0.0;24345
226574;all;all;1;0;0.0;23667
228685;all;all;1;0;0.0;24028
238485;all;all;1;0;0.0;24826
238510;all;none;1;0;0.0;24828
226678;all;all;1;2;0.0;23670
226679;all;all;1;0;0.0;23670
226720;all;all;1;1;0.0;23672
226726;all;none;1;0;0.0;23672
226909;all;all;1;2;0.0;23682
226979;none;all;1;0;0.0;23684
227084;all;all;1;4;0.0;23700
227135;none;all;1;2;0.0;23702
227140;all;all;1;1;0.0;23702
227264;all;none;1;2;0.0;23713
227357;all;all;1;2;0.0;23743
227383;all;all;1;0;0.0;23752
227468;none;all;1;1;0.0;23781
233394;all;all;1;1;0.0;24354
227652;all;none;1;0;0.0;23840
227692;all;none;1;0;0.0;23842
230630;all;all;1;0;0.0;24243
227759;none;all;1;0;0.0;23851
227842;all;none;1;4;0.0;23865
227925;none;all;1;2;0.0;23881
227962;all;all;1;2;0.0;23884
228018;all;all;1;4;0.0;23901
228368;all;all;1;0;0.0;23964
234301;all;all;1;0;0.0;24440
228535;all;all;1;2;0.0;24001
228602;all;all;1;3;0.0;24011
228805;none;all;1;3;0.0;24043
228940;all;all;1;2;0.0;24060
229058;all;all;1;0;0.0;24068
229087;none;all;1;4;0.0;24072
229097;all;all;1;2;0.0;24074
229148;none;all;1;2;0.0;24081
229242;all;all;1;0;0.0;24084
229341;all;all;1;0;0.0;24101
229404;all;all;1;3;0.0;24104
229439;none;all;1;0;0.0;24108
229544;all;none;1;2;0.0;24122
229596;all;all;1;0;0.0;24126
234831;all;all;1;0;0.0;24487
229689;all;all;1;0;0.0;24143
230064;all;all;1;3;0.0;24184
230205;none;none;1;3;0.0;24203
230277;none;none;1;2;0.0;24221
230291;none;none;1;2;0.0;24222
234514;none;all;1;2;0.0;24461
230297;none;none;1;2;0.0;24223
230316;none;none;1;0;0.0;24224
230501;all;none;1;1;0.0;24241
230650;all;none;1;1;0.0;24243
230669;none;none;1;2;0.0;24243
230714;all;none;1;1;0.0;24244
231313;all;all;1;1;0.0;24273
231487;all;all;1;2;0.0;24292
231507;all;all;1;0;0.0;24301
231535;all;all;1;0;0.0;24303
231737;none;all;1;0;0.0;24321
231929;all;all;1;1;0.0;24322
231994;all;all;1;0;0.0;24323
232006;all;all;1;0;0.0;24323
232241;all;all;1;1;0.0;24325
232573;all;all;1;2;0.0;24340
232607;all;all;1;3;0.0;24340
232641;all;none;1;0;0.0;24341
232655;all;all;1;0;0.0;24341
232661;all;all;1;5;0.0;24341
234078;none;all;1;5;0.0;24421
232698;all;all;1;3;0.0;24341
232791;none;all;1;0;0.0;24342
232813;all;none;1;1;0.0;24342
232815;all;all;1;0;0.0;24342
232854;all;all;1;0;0.0;24343
232960;none;all;1;2;0.0;24344
232963;all;none;1;0;0.0;24344
233336;all;all;1;0;0.0;24353
233438;none;all;1;0;0.0;24358
233588;none;none;1;0;0.0;24364
235953;all;all;1;0;0.0;24564
233661;none;none;1;1;0.0;24380
233666;none;none;1;2;0.0;24381
234055;all;all;1;0;0.0;24420
234097;all;none;1;2;0.0;24421
234099;all;all;1;1;0.0;24421
234140;all;all;1;3;0.0;24423
234260;all;all;1;0;0.0;24433
234416;all;all;1;1;0.0;24444
235221;all;all;1;1;0.0;24523
234496;all;none;1;1;0.0;24461
234578;all;none;1;1;0.0;24465
234706;all;none;1;0;0.0;24481
234742;none;none;1;0;0.0;24482
234969;all;all;1;1;0.0;24504
235069;none;none;1;3;0.0;24520
235113;all;all;1;0;0.0;24521
235177;all;all;1;1;0.0;24522
235188;all;all;1;1;0.0;24522
235397;all;none;1;1;0.0;24534
235239;all;all;1;1;0.0;24523
235371;all;all;1;1;0.0;24529
235384;all;all;1;0;0.0;24531
235838;all;none;1;0;0.0;24562
235429;all;all;1;0;0.0;24540
235646;all;none;1;2;0.0;24550
235898;all;all;1;5;0.0;24563
235946;none;all;1;0;0.0;24564
236150;all;all;1;2;0.0;24580
236153;all;all;1;2;0.0;24581
236172;all;none;1;0;0.0;24581
236205;all;all;1;3;0.0;24582
236226;none;all;1;2;0.0;24582
236277;all;all;1;0;0.0;24583
236348;all;all;1;0;0.0;24585
236412;all;all;1;1;0.0;24589
236441;all;all;1;2;0.0;24591
236566;all;all;1;0;0.0;24603
236608;all;all;1;2;0.0;24620
236741;all;all;1;2;0.0;24641
236902;all;all;1;1;0.0;24644
237066;all;all;1;0;0.0;24653
237277;all;all;1;2;0.0;24664
237405;all;none;1;0;0.0;24671
237542;all;none;1;2;0.0;24684
238061;all;none;1;2;0.0;24802
237818;all;all;1;3;0.0;24761
237987;all;all;1;1;0.0;24800
238161;all;all;1;0;0.0;24804
238288;all;all;1;1;0.0;24820
238372;all;all;1;1;0.0;24822
238383;all;none;1;3;0.0;24822
238612;all;all;1;0;0.0;24840
238617;all;all;1;0;0.0;24840
248949;none;none;1;0;0.0;26041
285663;all;all;1;0;0.0;29320
310468;all;all;1;0;0.0;31561
328757;all;all;1;0;0.0;32734
238622;all;none;1;0;0.0;24840
239967;all;all;1;0;0.0;24922
257424;all;none;1;0;0.0;26722
269876;all;none;1;0;0.0;27800
270818;all;all;1;0;0.0;27924
277360;all;none;1;0;0.0;28801
277380;all;all;1;0;0.0;28801
278424;all;none;1;0;0.0;28812
296183;all;all;1;0;0.0;30404
307292;none;all;1;0;0.0;31362
238624;all;all;1;1;0.0;24841
253580;all;all;1;1;0.0;26322
238700;all;all;1;0;0.0;24847
240516;all;all;1;0;0.0;24929
244855;all;all;1;0;0.0;25408
282487;all;all;1;0;0.0;29086
293969;all;all;1;0;0.0;30165
296193;none;none;1;0;0.0;30405
238711;all;all;1;2;0.0;24849
240340;all;all;1;2;0.0;24925
251826;all;none;1;2;0.0;26086
255348;all;all;1;2;0.0;26405
257633;all;all;1;2;0.0;26769
294002;all;all;1;2;0.0;30167
294038;all;all;1;2;0.0;30169
301031;all;all;1;2;0.0;30566
238718;all;all;1;0;0.0;24851
252990;all;all;1;0;0.0;26241
238797;all;all;1;0;0.0;24866
241418;all;none;1;0;0.0;24947
242320;all;all;1;0;0.0;25025
244250;all;all;1;0;0.0;25267
254561;all;all;1;0;0.0;26358
254823;all;all;1;0;0.0;26385
255914;none;all;1;0;0.0;26425
256068;none;all;1;0;0.0;26429
263276;all;all;1;0;0.0;27319
263793;all;all;1;0;0.0;27347
290591;all;all;1;0;0.0;29869
290830;all;all;1;0;0.0;29877
305698;all;all;1;0;0.0;31035
238823;all;all;1;0;0.0;24869
331069;all;none;1;0;0.0;32875
238846;all;all;1;1;0.0;24876
268797;none;all;1;1;0.0;27707
317952;all;all;1;1;0.0;31876
321323;all;none;1;1;0.0;32148
238908;all;all;1;2;0.0;24881
332900;none;all;1;2;0.0;33083
238916;all;all;1;0;0.0;24881
324428;all;all;1;0;0.0;32523
238950;all;none;1;1;0.0;24881
240006;all;all;1;1;0.0;24922
254997;all;all;1;1;0.0;26401
285847;all;all;1;1;0.0;29363
311115;all;none;1;1;0.0;31564
325246;none;all;1;1;0.0;32563
238964;all;all;1;2;0.0;24882
289031;none;all;1;2;0.0;29802
301051;all;all;1;2;0.0;30570
309476;all;all;1;2;0.0;31484
319190;none;all;1;2;0.0;31931
238973;all;all;1;1;0.0;24882
311911;all;all;1;1;0.0;31573
239008;all;all;1;0;0.0;24883
266951;all;all;1;0;0.0;27680
297229;all;all;1;0;0.0;30440
305739;none;all;1;0;0.0;31041
239026;all;all;1;2;0.0;24883
239035;all;none;1;2;0.0;24883
265137;all;all;1;2;0.0;27561
296317;all;all;1;2;0.0;30411
302601;all;all;1;2;0.0;30721
239067;all;all;1;1;0.0;24884
239085;all;none;1;2;0.0;24884
275719;none;all;1;2;0.0;28682
239133;all;all;1;1;0.0;24886
240312;all;all;1;1;0.0;24925
240501;none;all;1;1;0.0;24928
250172;all;all;1;1;0.0;26059
253790;all;all;1;1;0.0;26325
260773;none;all;1;1;0.0;27096
261621;none;none;1;1;0.0;27127
262972;all;none;1;1;0.0;27286
266194;all;all;1;1;0.0;27646
278151;all;all;1;1;0.0;28807
289835;none;all;1;1;0.0;29848
292508;all;all;1;1;0.0;30047
295557;all;all;1;1;0.0;30368
320305;all;none;1;1;0.0;31965
329155;none;all;1;1;0.0;32768
331596;all;all;1;1;0.0;32925
333018;none;all;1;1;0.0;33088
239141;all;all;1;0;0.0;24886
253899;all;none;1;0;0.0;26328
256387;all;all;1;0;0.0;26449
259482;all;all;1;0;0.0;27016
278180;none;all;1;0;0.0;28807
291381;all;all;1;0;0.0;29928
296186;all;all;1;0;0.0;30405
298159;all;all;1;0;0.0;30447
314947;all;all;1;0;0.0;31645
239217;all;all;1;3;0.0;24891
240650;none;all;1;3;0.0;24934
281056;all;none;1;3;0.0;28921
296058;all;all;1;3;0.0;30403
317099;all;none;1;3;0.0;31850
239227;all;all;1;1;0.0;24892
246932;all;all;1;1;0.0;25880
267854;all;none;1;1;0.0;27691
239233;all;all;1;0;0.0;24893
331744;all;all;1;0;0.0;32934
239254;all;all;1;0;0.0;24896
254742;none;all;1;0;0.0;26375
272807;all;all;1;0;0.0;28178
275888;none;all;1;0;0.0;28686
278588;all;all;1;0;0.0;28817
280341;all;all;1;0;0.0;28845
298061;all;all;1;0;0.0;30445
320683;all;all;1;0;0.0;32005
239274;all;all;1;2;0.0;24900
273473;all;all;1;2;0.0;28262
239284;all;all;1;3;0.0;24900
269785;none;all;1;3;0.0;27783
286346;all;all;1;3;0.0;29464
239289;all;none;1;0;0.0;24900
312460;all;all;1;0;0.0;31582
239332;all;all;1;0;0.0;24901
240769;all;all;1;0;0.0;24940
303487;all;all;1;0;0.0;30781
324804;all;all;1;0;0.0;32542
328334;all;all;1;0;0.0;32701
239340;none;all;1;2;0.0;24902
269013;all;all;1;2;0.0;27711
278676;all;all;1;2;0.0;28820
306142;all;all;1;2;0.0;31110
317558;all;all;1;2;0.0;31864
317824;all;all;1;2;0.0;31871
322607;all;all;1;2;0.0;32341
239370;all;all;1;0;0.0;24902
273583;all;none;1;0;0.0;28270
328814;all;none;1;0;0.0;32742
239412;all;all;1;0;0.0;24904
239439;all;all;1;0;0.0;24904
239465;none;all;1;1;0.0;24905
252320;all;all;1;1;0.0;26117
276286;all;all;1;1;0.0;28706
279598;all;all;1;1;0.0;28829
279926;all;all;1;1;0.0;28835
291139;none;none;1;1;0.0;29906
295392;all;all;1;1;0.0;30355
327045;all;all;1;1;0.0;32625
329354;none;all;1;1;0.0;32788
239467;none;all;1;1;0.0;24905
254386;none;all;1;1;0.0;26348
257229;all;all;1;1;0.0;26676
305081;all;all;1;1;0.0;30987
239472;none;none;1;0;0.0;24906
258544;all;all;1;0;0.0;26908
268722;all;none;1;0;0.0;27706
290501;all;none;1;0;0.0;29867
294438;none;all;1;0;0.0;30196
294451;all;all;1;0;0.0;30197
294757;all;all;1;0;0.0;30276
313123;all;all;1;0;0.0;31587
315324;all;all;1;0;0.0;31705
327953;none;none;1;0;0.0;32668
332578;all;all;1;0;0.0;33038
239533;none;all;1;0;0.0;24908
241430;all;all;1;0;0.0;24948
244243;all;all;1;0;0.0;25267
275518;all;all;1;0;0.0;28668
283101;none;all;1;0;0.0;29108
291891;none;all;1;0;0.0;29988
318400;all;all;1;0;0.0;31909
332531;all;all;1;0;0.0;33025
239539;all;all;1;0;0.0;24908
241365;all;all;1;0;0.0;24947
243737;all;all;1;0;0.0;25239
245507;all;all;1;0;0.0;25507
272063;all;all;1;0;0.0;28027
272613;none;all;1;0;0.0;28146
272910;all;all;1;0;0.0;28187
272977;all;all;1;0;0.0;28199
274193;all;none;1;0;0.0;28426
286359;all;none;1;0;0.0;29465
292726;none;all;1;0;0.0;30066
302540;all;all;1;0;0.0;30717
312959;all;none;1;0;0.0;31585
315684;none;all;1;0;0.0;31745
327581;all;all;1;0;0.0;32639
239553;none;all;1;0;0.0;24909
260008;all;none;1;0;0.0;27068
264820;all;all;1;0;0.0;27478
266663;all;none;1;0;0.0;27667
270428;all;all;1;0;0.0;27868
287377;all;none;1;0;0.0;29627
290445;all;none;1;0;0.0;29865
296820;all;all;1;0;0.0;30427
313823;all;none;1;0;0.0;31597
316093;all;all;1;0;0.0;31789
327929;none;none;1;0;0.0;32665
239599;all;all;1;1;0.0;24912
239604;all;all;1;0;0.0;24913
244630;all;none;1;0;0.0;25350
246317;all;all;1;0;0.0;25782
258498;all;all;1;0;0.0;26902
294254;all;none;1;0;0.0;30184
299317;none;all;1;0;0.0;30464
239641;all;all;1;1;0.0;24917
244940;all;all;1;1;0.0;25426
252203;all;all;1;1;0.0;26108
258532;all;none;1;1;0.0;26906
280675;all;all;1;1;0.0;28866
299552;none;all;1;1;0.0;30467
330924;all;none;1;1;0.0;32868
239656;all;all;1;0;0.0;24919
241547;all;all;1;0;0.0;24949
247231;all;all;1;0;0.0;25905
248399;all;all;1;0;0.0;25998
250846;all;all;1;0;0.0;26065
252493;all;all;1;0;0.0;26147
268655;all;all;1;0;0.0;27705
268778;all;all;1;0;0.0;27707
268938;all;all;1;0;0.0;27709
269160;all;all;1;0;0.0;27715
280673;all;all;1;0;0.0;28866
287024;all;all;1;0;0.0;29585
289186;all;all;1;0;0.0;29829
294457;all;none;1;0;0.0;30198
309322;all;all;1;0;0.0;31475
313004;all;none;1;0;0.0;31585
322085;none;all;1;0;0.0;32267
331077;all;none;1;0;0.0;32876
239685;all;all;1;1;0.0;24920
242154;all;all;1;1;0.0;25000
258107;all;all;1;1;0.0;26842
281135;none;all;1;1;0.0;28930
283718;none;all;1;1;0.0;29160
292542;all;all;1;1;0.0;30050
307704;none;all;1;1;0.0;31400
239688;all;all;1;1;0.0;24920
239743;none;all;1;2;0.0;24920
239750;all;none;1;2;0.0;24920
256404;all;all;1;2;0.0;26453
267856;all;all;1;2;0.0;27691
289390;all;none;1;2;0.0;29841
304535;all;all;1;2;0.0;30923
310208;all;all;1;2;0.0;31560
310303;all;all;1;2;0.0;31560
314351;all;all;1;2;0.0;31612
239783;all;all;1;0;0.0;24920
239791;all;all;1;3;0.0;24921
239811;all;all;1;0;0.0;24921
239816;all;all;1;1;0.0;24921
308511;all;all;1;1;0.0;31443
239834;all;all;1;2;0.0;24921
239915;all;all;1;2;0.0;24921
239846;all;all;1;3;0.0;24921
239861;all;all;1;1;0.0;24921
287847;all;none;1;1;0.0;29690
239868;none;all;1;0;0.0;24921
239926;none;all;1;2;0.0;24922
300327;all;all;1;2;0.0;30490
321378;none;all;1;2;0.0;32160
239937;all;all;1;1;0.0;24922
325737;all;all;1;1;0.0;32602
239941;all;none;1;0;0.0;24922
289520;all;all;1;0;0.0;29843
307783;all;all;1;0;0.0;31403
239951;all;all;1;2;0.0;24922
239955;all;all;1;1;0.0;24922
273679;all;all;1;1;0.0;28283
277386;all;all;1;1;0.0;28801
239977;all;all;1;2;0.0;24922
255323;all;all;1;2;0.0;26404
258422;all;all;1;2;0.0;26884
270736;all;none;1;2;0.0;27921
295149;all;all;1;2;0.0;30333
303341;all;all;1;2;0.0;30770
239991;all;all;1;0;0.0;24922
265922;all;none;1;0;0.0;27640
240032;none;all;1;0;0.0;24922
240048;none;all;1;1;0.0;24923
240053;all;all;1;0;0.0;24923
315145;all;all;1;0;0.0;31682
324292;all;all;1;0;0.0;32521
240074;all;all;1;2;0.0;24923
240082;all;all;1;3;0.0;24923
295900;all;all;1;3;0.0;30401
240131;all;all;1;4;0.0;24923
248225;all;all;1;4;0.0;25961
257411;all;all;1;4;0.0;26721
274990;all;all;1;4;0.0;28614
277498;all;all;1;4;0.0;28802
292398;all;none;1;4;0.0;30042
306062;all;all;1;4;0.0;31094
307280;all;all;1;4;0.0;31362
323248;all;all;1;4;0.0;32401
328190;all;all;1;4;0.0;32684
240164;none;all;1;2;0.0;24923
240171;all;all;1;2;0.0;24923
324408;all;all;1;2;0.0;32523
240180;all;all;1;2;0.0;24924
280455;all;all;1;2;0.0;28853
240212;all;all;1;2;0.0;24924
282451;all;all;1;2;0.0;29084
240227;all;all;1;1;0.0;24924
287270;all;all;1;1;0.0;29614
295482;all;all;1;1;0.0;30362
296139;all;none;1;1;0.0;30404
330339;all;none;1;1;0.0;32843
240237;all;all;1;2;0.0;24924
240272;all;all;1;3;0.0;24924
253241;all;all;1;3;0.0;26281
282597;none;all;1;3;0.0;29090
283420;all;all;1;3;0.0;29124
289062;all;all;1;3;0.0;29804
322246;all;all;1;3;0.0;32292
240274;all;all;1;5;0.0;24924
249313;none;all;1;5;0.0;26043
280288;all;all;1;5;0.0;28844
328636;all;all;1;5;0.0;32722
240282;all;all;1;2;0.0;24924
330539;all;none;1;2;0.0;32850
240309;all;all;1;2;0.0;24925
240540;all;all;1;2;0.0;24929
247627;all;all;1;2;0.0;25925
247697;all;all;1;2;0.0;25928
249633;all;all;1;2;0.0;26045
253844;all;all;1;2;0.0;26327
255500;all;all;1;2;0.0;26408
257630;all;all;1;2;0.0;26769
260772;all;all;1;2;0.0;27096
262986;all;all;1;2;0.0;27287
263017;all;all;1;2;0.0;27289
273714;all;all;1;2;0.0;28289
274661;all;all;1;2;0.0;28567
275921;all;all;1;2;0.0;28687
276607;all;all;1;2;0.0;28729
276905;all;all;1;2;0.0;28769
278571;all;all;1;2;0.0;28816
278616;all;all;1;2;0.0;28818
281674;all;all;1;2;0.0;29008
282541;none;all;1;2;0.0;29088
291373;all;none;1;2;0.0;29927
312000;all;all;1;2;0.0;31576
314401;all;all;1;2;0.0;31617
317232;all;all;1;2;0.0;31858
318243;all;all;1;2;0.0;31896
321979;all;all;1;2;0.0;32248
330474;all;all;1;2;0.0;32846
240326;all;all;1;2;0.0;24925
241986;all;all;1;2;0.0;24978
252598;all;all;1;2;0.0;26167
267677;all;all;1;2;0.0;27687
269391;all;all;1;2;0.0;27727
275898;all;all;1;2;0.0;28686
283483;all;all;1;2;0.0;29129
289751;none;all;1;2;0.0;29846
298577;all;all;1;2;0.0;30457
303309;none;all;1;2;0.0;30768
307888;all;all;1;2;0.0;31408
328293;all;all;1;2;0.0;32697
240428;all;all;1;0;0.0;24927
247705;all;all;1;0;0.0;25928
280488;all;all;1;0;0.0;28859
284114;all;all;1;0;0.0;29166
315955;none;all;1;0;0.0;31778
319069;all;none;1;0;0.0;31927
319092;all;all;1;0;0.0;31928
240431;all;all;1;3;0.0;24927
248544;all;all;1;3;0.0;26008
273076;all;all;1;3;0.0;28216
282584;all;none;1;3;0.0;29089
311670;all;all;1;3;0.0;31569
240440;all;all;1;0;0.0;24927
285702;all;all;1;0;0.0;29326
318157;all;all;1;0;0.0;31885
240461;all;all;1;1;0.0;24928
243570;all;all;1;1;0.0;25207
245080;all;all;1;1;0.0;25449
247114;all;all;1;1;0.0;25889
248563;all;all;1;1;0.0;26009
251897;all;all;1;1;0.0;26089
259379;all;all;1;1;0.0;27006
260542;all;all;1;1;0.0;27085
267602;all;none;1;1;0.0;27685
268056;none;all;1;1;0.0;27698
273049;all;all;1;1;0.0;28208
276587;all;all;1;1;0.0;28725
276941;all;all;1;1;0.0;28775
286482;all;all;1;1;0.0;29486
289742;all;all;1;1;0.0;29845
295075;all;all;1;1;0.0;30325
295544;all;all;1;1;0.0;30366
298029;all;all;1;1;0.0;30445
298225;none;all;1;1;0.0;30449
311424;all;all;1;1;0.0;31566
311564;none;all;1;1;0.0;31568
315914;none;all;1;1;0.0;31769
323674;none;all;1;1;0.0;32446
326237;all;none;1;1;0.0;32608
331653;all;all;1;1;0.0;32929
240473;none;all;1;1;0.0;24928
278611;all;all;1;1;0.0;28818
329721;none;all;1;1;0.0;32809
240510;all;all;1;0;0.0;24929
255616;none;all;1;0;0.0;26416
240591;all;all;1;0;0.0;24931
247129;all;all;1;0;0.0;25890
288576;all;all;1;0;0.0;29772
240600;all;all;1;2;0.0;24931
322179;all;none;1;2;0.0;32282
